UID          PID    PPID  C STIME TTY          TIME CMD
ap1847   1131416 1131399  0 14:28 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
ap1847   1131444 1131399  0 14:28 ?        00:00:00 /usr/libexec/gvfsd
ap1847   1131458 1131399  0 14:28 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633362078/gvfs -f -o big_writes
ap1847   1131466 1131399  0 14:28 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
ap1847   1131517 1131387  0 14:28 ?        00:00:01 sshd: ap1847@pts/4
ap1847   1131519 1131399  0 14:28 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
ap1847   1131523 1131399  0 14:28 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
ap1847   1131527 1131399  0 14:28 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
ap1847   1131531 1131399  0 14:28 ?        00:00:00 /usr/libexec/goa-daemon
ap1847   1131539 1131399  0 14:28 ?        00:00:00 /usr/libexec/goa-identity-service
ap1847   1131544 1131399  0 14:28 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
ap1847   1131549 1131399  0 14:28 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
ap1847   1131565 1131517  0 14:28 pts/4    00:00:00 -bash
root     1133413    1057  0 14:42 ?        00:00:00 sshd: hc0608 [priv]
hc0608   1133451       1  0 14:43 ?        00:00:01 /lib/systemd/systemd --user
hc0608   1133453 1133451  0 14:43 ?        00:00:00 (sd-pam)
hc0608   1133460 1133451  0 14:43 ?        00:00:00 /usr/libexec/tracker-miner-fs
hc0608   1133481 1133451  0 14:43 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
hc0608   1133511 1133451  0 14:43 ?        00:00:00 /usr/libexec/gvfsd
hc0608   1133520 1133451  0 14:43 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633336880/gvfs -f -o big_writes
hc0608   1133524 1133451  0 14:43 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
hc0608   1133543 1133413  0 14:43 ?        00:00:00 sshd: hc0608@pts/2
hc0608   1133552 1133451  0 14:43 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
hc0608   1133557 1133451  0 14:43 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
hc0608   1133561 1133451  0 14:43 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
hc0608   1133565 1133451  0 14:43 ?        00:00:00 /usr/libexec/goa-daemon
hc0608   1133574 1133451  0 14:43 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
hc0608   1133575 1133451  0 14:43 ?        00:00:00 /usr/libexec/goa-identity-service
hc0608   1133583 1133451  0 14:43 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
hc0608   1133599 1133543  0 14:43 pts/2    00:00:00 -bash
root     1133621    1057  0 14:43 ?        00:00:00 sshd: hc0608 [priv]
hc0608   1133678 1133621  0 14:43 ?        00:00:00 sshd: hc0608@notty
hc0608   1133679 1133678  0 14:43 ?        00:00:00 /usr/lib/openssh/sftp-server
hc0608   1134363 1133451  0 14:50 ?        00:00:00 /usr/libexec/gvfsd-metadata
root     1134476    1057  0 14:53 ?        00:00:00 sshd: hc0608 [priv]
hc0608   1134534 1134476  0 14:53 ?        00:00:00 sshd: hc0608@notty
hc0608   1134537 1134534  0 14:53 ?        00:00:00 /usr/lib/openssh/sftp-server
ap1847   1135736 1131399  0 15:01 ?        00:00:00 /usr/libexec/gvfsd-metadata
root     1136926       2  0 15:11 ?        00:00:06 [kworker/u256:3-nfsiod]
root     1139670    1057  0 15:28 ?        00:00:00 sshd: vd0353 [priv]
vd0353   1139733 1139670  0 15:28 ?        00:00:00 sshd: vd0353@notty
vd0353   1139743 1139733  0 15:28 ?        00:00:00 /usr/lib/openssh/sftp-server
agr0156  1140237 1129237  0 15:29 pts/0    00:00:00 bash
root     1140478       2  0 15:33 ?        00:00:05 [kworker/u256:0-nfsiod]
root     1143781    1057  0 15:56 ?        00:00:00 sshd: arh0442 [priv]
arh0442  1143793       1  0 15:56 ?        00:00:00 /lib/systemd/systemd --user
arh0442  1143795 1143793  0 15:56 ?        00:00:00 (sd-pam)
arh0442  1143802 1143793  0 15:56 ?        00:00:00 /usr/libexec/tracker-miner-fs
arh0442  1143816 1143793  0 15:56 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
arh0442  1143840 1143793  0 15:56 ?        00:00:00 /usr/libexec/gvfsd
arh0442  1143845 1143793  0 15:56 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633303329/gvfs -f -o big_writes
arh0442  1143847 1143793  0 15:56 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
arh0442  1143885 1143781  0 15:56 ?        00:00:00 sshd: arh0442@notty
arh0442  1143887 1143793  0 15:56 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
arh0442  1143896 1143793  0 15:56 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
arh0442  1143901 1143793  0 15:56 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
arh0442  1143905 1143793  0 15:56 ?        00:00:00 /usr/libexec/goa-daemon
arh0442  1143911 1143793  0 15:56 ?        00:00:00 /usr/libexec/goa-identity-service
arh0442  1143917 1143793  0 15:56 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
arh0442  1143923 1143793  0 15:56 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
arh0442  1143944 1143885  0 15:56 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1144109    1057  0 15:57 ?        00:00:00 sshd: jd0847 [priv]
jd0847   1144148       1  0 15:57 ?        00:00:00 /lib/systemd/systemd --user
jd0847   1144158 1144148  0 15:57 ?        00:00:00 (sd-pam)
jd0847   1144165 1144148  0 15:57 ?        00:00:00 /usr/libexec/tracker-miner-fs
jd0847   1144186 1144148  0 15:57 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
jd0847   1144192 1144148  0 15:57 ?        00:00:00 /usr/libexec/gvfsd
jd0847   1144207 1144148  0 15:57 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633296108/gvfs -f -o big_writes
jd0847   1144210 1144148  0 15:57 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
jd0847   1144239 1144148  0 15:57 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
jd0847   1144249 1144148  0 15:57 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
jd0847   1144262 1144148  0 15:57 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
jd0847   1144267 1144148  0 15:57 ?        00:00:00 /usr/libexec/goa-daemon
jd0847   1144268 1144109  0 15:57 ?        00:00:00 sshd: jd0847@notty
jd0847   1144275 1144148  0 15:57 ?        00:00:00 /usr/libexec/goa-identity-service
jd0847   1144280 1144148  0 15:57 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
jd0847   1144286 1144148  0 15:57 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
jd0847   1144305 1144268  0 15:57 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1144511    1057  0 15:58 ?        00:00:00 sshd: arh0442 [priv]
arh0442  1144585 1144511  0 15:58 ?        00:00:00 sshd: arh0442@notty
arh0442  1144592 1144585  0 15:58 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1145398    1057  0 16:03 ?        00:00:00 sshd: jd0847 [priv]
jd0847   1145458 1145398  0 16:03 ?        00:00:00 sshd: jd0847@notty
jd0847   1145460 1145458  0 16:03 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1145461    1057  0 16:03 ?        00:00:00 sshd: heo0024 [priv]
heo0024  1145545 1145461  0 16:03 ?        00:00:00 sshd: heo0024@notty
heo0024  1145546 1145545  0 16:03 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1145553    1057  0 16:03 ?        00:00:00 sshd: jap0637 [priv]
jap0637  1145561       1  0 16:03 ?        00:00:00 /lib/systemd/systemd --user
jap0637  1145562 1145561  0 16:04 ?        00:00:00 (sd-pam)
jap0637  1145569 1145561  0 16:04 ?        00:00:00 /usr/libexec/tracker-miner-fs
jap0637  1145585 1145561  0 16:04 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
jap0637  1145605 1145561  0 16:04 ?        00:00:00 /usr/libexec/gvfsd
jap0637  1145620 1145561  0 16:04 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633190327/gvfs -f -o big_writes
jap0637  1145622 1145561  0 16:04 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
jap0637  1145657 1145553  0 16:04 ?        00:00:00 sshd: jap0637@pts/1
jap0637  1145659 1145561  0 16:04 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
jap0637  1145663 1145561  0 16:04 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
jap0637  1145667 1145561  0 16:04 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
jap0637  1145671 1145561  0 16:04 ?        00:00:00 /usr/libexec/goa-daemon
jap0637  1145679 1145561  0 16:04 ?        00:00:00 /usr/libexec/goa-identity-service
jap0637  1145684 1145561  0 16:04 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
jap0637  1145690 1145561  0 16:04 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
jap0637  1145705 1145657  0 16:04 pts/1    00:00:00 -bash
root     1145722    1057  0 16:04 ?        00:00:00 sshd: jap0637 [priv]
jap0637  1145779 1145722  0 16:04 ?        00:00:00 sshd: jap0637@notty
jap0637  1145780 1145779  0 16:04 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1147176    1057  0 16:20 ?        00:00:00 sshd: sm2730 [priv]
sm2730   1147186       1  0 16:20 ?        00:00:00 /lib/systemd/systemd --user
sm2730   1147189 1147186  0 16:20 ?        00:00:00 (sd-pam)
sm2730   1147196 1147186  0 16:20 ?        00:00:00 /usr/libexec/tracker-miner-fs
sm2730   1147198 1147186  0 16:20 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
sm2730   1147236 1147186  0 16:20 ?        00:00:00 /usr/libexec/gvfsd
sm2730   1147248 1147186  0 16:20 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633276495/gvfs -f -o big_writes
sm2730   1147261 1147186  0 16:20 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
sm2730   1147286 1147176  0 16:20 ?        00:00:00 sshd: sm2730@pts/3
sm2730   1147288 1147186  0 16:20 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
sm2730   1147292 1147186  0 16:20 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
sm2730   1147296 1147186  0 16:20 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
sm2730   1147300 1147186  0 16:20 ?        00:00:00 /usr/libexec/goa-daemon
sm2730   1147308 1147186  0 16:20 ?        00:00:00 /usr/libexec/goa-identity-service
sm2730   1147312 1147186  0 16:20 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
sm2730   1147319 1147186  0 16:20 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
sm2730   1147332 1147286  0 16:20 pts/3    00:00:00 -bash
root     1147364       2  0 16:20 ?        00:00:00 [kworker/u257:1-xprtiod]
sm2730   1147391 1147186  0 16:20 ?        00:00:00 /usr/libexec/gvfsd-metadata
jap0637  1147681 1145561  0 16:24 ?        00:00:00 /usr/libexec/gvfsd-metadata
root     1148154    1057  0 16:30 ?        00:00:00 sshd: st0827 [priv]
st0827   1148164       1  0 16:30 ?        00:00:00 /lib/systemd/systemd --user
root     1148335       2  0 16:30 ?        00:00:00 [kworker/u257:2-xprtiod]
st0827   1148338 1148164  0 16:30 ?        00:00:00 (sd-pam)
st0827   1148346 1148164  0 16:30 ?        00:00:00 /usr/libexec/tracker-miner-fs
st0827   1148366 1148164  0 16:30 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
st0827   1148395 1148164  0 16:30 ?        00:00:00 /usr/libexec/gvfsd
st0827   1148403 1148164  0 16:30 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633659498/gvfs -f -o big_writes
st0827   1148411 1148164  0 16:30 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
st0827   1148431 1148154  0 16:30 ?        00:00:00 sshd: st0827@pts/7
st0827   1148439 1148164  0 16:30 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
st0827   1148443 1148164  0 16:30 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
st0827   1148447 1148164  0 16:30 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
st0827   1148451 1148164  0 16:30 ?        00:00:00 /usr/libexec/goa-daemon
st0827   1148458 1148164  0 16:30 ?        00:00:00 /usr/libexec/goa-identity-service
st0827   1148464 1148164  0 16:30 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
st0827   1148470 1148164  0 16:30 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
st0827   1148476 1148164  0 16:30 ?        00:00:02 /usr/libexec/tracker-store
st0827   1148485 1148164  0 16:30 ?        00:00:00 /usr/libexec/gvfsd-metadata
st0827   1148499 1148431  0 16:30 pts/7    00:00:00 -bash
root     1148726    1057  0 16:32 ?        00:00:00 sshd: acs0473 [priv]
acs0473  1148790 1148726  0 16:32 ?        00:00:00 sshd: acs0473@notty
acs0473  1148810 1148790  0 16:32 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1149257    1057  0 16:35 ?        00:00:00 sshd: vd0353 [priv]
vd0353   1149348 1149257  0 16:35 ?        00:00:00 sshd: vd0353@notty
vd0353   1149367 1149348  0 16:35 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1149515       2  0 16:36 ?        00:00:01 [kworker/1:2-events]
root     1149660    1057  0 16:37 ?        00:00:00 sshd: sm2730 [priv]
sm2730   1149754 1149660  0 16:38 ?        00:00:00 sshd: sm2730@notty
sm2730   1149777 1149754  0 16:38 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1149871    1057  0 16:38 ?        00:00:00 sshd: vd0353 [priv]
vd0353   1149954 1149871  0 16:38 ?        00:00:00 sshd: vd0353@pts/5
vd0353   1149956 1149954  0 16:38 pts/5    00:00:00 -bash
jap0637  1151428 1145705  0 16:46 pts/1    00:00:00 script [options] filename
jap0637  1151429 1151428  0 16:46 pts/6    00:00:00 bash -i
root     1151682    1057  0 16:48 ?        00:00:00 sshd: aih0013 [priv]
aih0013  1151712       1  0 16:48 ?        00:00:00 /lib/systemd/systemd --user
root     1151713       2  0 16:48 ?        00:00:00 [kworker/0:1-events]
aih0013  1151732 1151712  0 16:48 ?        00:00:00 (sd-pam)
aih0013  1151744 1151712  0 16:48 ?        00:00:00 /usr/libexec/tracker-miner-fs
aih0013  1151760 1151712  0 16:48 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
aih0013  1151776 1151712  0 16:48 ?        00:00:00 /usr/libexec/gvfsd
aih0013  1151789 1151712  0 16:48 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633293165/gvfs -f -o big_writes
aih0013  1151792 1151712  0 16:48 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
aih0013  1151828 1151682  0 16:48 ?        00:00:00 sshd: aih0013@pts/8
aih0013  1151829 1151712  0 16:48 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
aih0013  1151833 1151712  0 16:48 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
aih0013  1151837 1151712  0 16:48 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
aih0013  1151841 1151712  0 16:48 ?        00:00:00 /usr/libexec/goa-daemon
aih0013  1151849 1151712  0 16:48 ?        00:00:00 /usr/libexec/goa-identity-service
aih0013  1151853 1151712  0 16:48 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
aih0013  1151859 1151712  0 16:48 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
aih0013  1151877 1151828  0 16:48 pts/8    00:00:00 -bash
root     1152490       2  0 16:52 ?        00:00:00 [kworker/u256:4-ext4-rsv-conversion]
root     1152589       2  0 16:52 ?        00:00:00 [kworker/1:0-rcu_gp]
root     1152798    1057  0 16:54 ?        00:00:00 sshd: aih0013 [priv]
aih0013  1152876 1152798  0 16:54 ?        00:00:00 sshd: aih0013@pts/9
aih0013  1152895 1152876  0 16:54 pts/9    00:00:00 -bash
root     1153002       2  0 16:55 ?        00:00:00 [kworker/0:0-events]
aih0013  1153127 1152895  0 16:55 pts/9    00:00:00 script rec3.txt
aih0013  1153128 1153127  0 16:55 pts/10   00:00:00 bash -i
root     1153361    1057  0 16:57 ?        00:00:00 sshd: jr1336 [priv]
root     1153371       2  0 16:57 ?        00:00:00 [kworker/1:1-events]
jr1336   1153372       1  0 16:57 ?        00:00:00 /lib/systemd/systemd --user
jr1336   1153392 1153372  0 16:57 ?        00:00:00 (sd-pam)
jr1336   1153399 1153372  0 16:57 ?        00:00:00 /usr/libexec/tracker-miner-fs
jr1336   1153408 1153372  0 16:57 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
jr1336   1153440 1153372  0 16:57 ?        00:00:00 /usr/libexec/gvfsd
jr1336   1153449 1153372  0 16:57 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633260925/gvfs -f -o big_writes
jr1336   1153453 1153372  0 16:57 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
jr1336   1153487 1153372  0 16:57 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
jr1336   1153492 1153372  0 16:57 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
jr1336   1153496 1153361  0 16:57 ?        00:00:00 sshd: jr1336@notty
jr1336   1153497 1153372  0 16:57 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
jr1336   1153501 1153372  0 16:57 ?        00:00:00 /usr/libexec/goa-daemon
jr1336   1153508 1153372  0 16:57 ?        00:00:00 /usr/libexec/goa-identity-service
jr1336   1153510 1153372  0 16:57 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
jr1336   1153519 1153372  0 16:57 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
jr1336   1153535 1153496  0 16:57 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1153798    1057  0 16:59 ?        00:00:00 sshd: jr1336 [priv]
jr1336   1153874 1153798  0 16:59 ?        00:00:00 sshd: jr1336@notty
jr1336   1154200 1153874  0 16:59 ?        00:00:00 /usr/lib/openssh/sftp-server
root     1154228       2  0 17:00 ?        00:00:00 [kworker/u256:1-events_unbound]
st0827   1154314 1148164  0 17:00 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
agr0156  1154315 1129094  0 17:00 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
aih0013  1154337 1151712  0 17:00 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
jr1336   1154340 1153372  0 17:00 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
root     1154379       2  0 17:01 ?        00:00:00 [kworker/0:2-events]
jd0847   1154381 1144148  0 17:01 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
root     1154387       2  0 17:01 ?        00:00:00 [kworker/u256:2-events_freezable_power_]
ap1847   1154409 1131399  0 17:01 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
acs0473  1154428 1110762  0 17:01 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
arh0442  1154429 1143793  0 17:01 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
sm2730   1154432 1147186  0 17:01 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
jap0637  1154433 1145561  0 17:01 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
heo0024  1154462 1121082  0 17:01 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
hc0608   1154463 1133599  0 17:01 pts/2    00:00:00 nano Lab5C.cpp
st0827   1154482 1148499  0 17:01 pts/7    00:00:00 vi rec04B.sh
ap1847   1154483 1131399  0 17:01 ?        00:00:00 /usr/libexec/tracker-store
hc0608   1154514 1133451  0 17:01 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
st0827   1154516 1148164  2 17:01 ?        00:00:00 /usr/libexec/tracker-extract
aih0013  1154533 1153128  0 17:01 pts/10   00:00:00 ps -ef
